Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits
Moderate_Risk:Martingale,41,44.033,1294.102,-595,-19.833,27349.868
Moderate_Risk:Martingale,42,51.267,1233.099,-453,-15.1,32240.024
Moderate_Risk:Martingale,43,50.8,1251.959,515,17.167,49429.73
Moderate_Risk:Martingale,44,55.567,1292.392,208,6.933,33924.823
Moderate_Risk:Martingale,45,48.7,1442.424,553,18.433,38036.254
Moderate_Risk:Martingale,46,46.2,1062.372,-1362,-45.4,22242.524
Moderate_Risk:Martingale,47,47.767,1099.357,-426,-14.2,39830.372
Moderate_Risk:Martingale,48,51.733,1290.685,-58,-1.933,32935.03
Moderate_Risk:Martingale,49,44.1,827.472,-2480,-82.667,5664.644
Moderate_Risk:Martingale,50,50.267,1073.03,-850,-28.333,26746.713
Moderate_Risk:Martingale,51,48.233,1477.633,-584,-19.467,23948.602
Moderate_Risk:Martingale,52,61.167,1449.523,672,22.4,37312.455
Moderate_Risk:Martingale,53,53.367,1062.585,-956,-31.867,25023.913
Moderate_Risk:Martingale,54,48.033,1132.999,-1852,-61.733,14235.857
Moderate_Risk:Martingale,55,36.067,983.03,-1517,-50.567,16526.323
Moderate_Risk:Martingale,56,46.033,1093.757,-1173,-39.1,27417.266
Moderate_Risk:Martingale,57,48.167,1367.247,-767,-25.567,26759.771
Moderate_Risk:Martingale,58,50.4,1570.869,741,24.7,34967.183
Moderate_Risk:Martingale,59,43.4,1132.938,-1430,-47.667,23644.161
Moderate_Risk:Martingale,60,42.033,1115.964,-890,-29.667,28611.678
Moderate_Risk:Martingale,61,55.867,1042.602,-815,-27.167,34551.04
Moderate_Risk:Martingale,62,40.067,1065.306,-1432,-47.733,18981.513
Moderate_Risk:Martingale,63,41.5,1009.914,-1206,-40.2,24792.717
Moderate_Risk:Martingale,64,42.567,996.323,-1092,-36.4,27474.524
Moderate_Risk:Martingale,65,52.467,1272.533,364,12.133,40796.051
Moderate_Risk:Martingale,66,41.467,1102.74,-1408,-46.933,26460.409
Moderate_Risk:Martingale,67,40.533,1065.223,-1534,-51.133,20774.533
Moderate_Risk:Martingale,68,48.933,1416.34,538,17.933,45213.444
Moderate_Risk:Martingale,69,50.233,1176.461,-775,-25.833,29450.282
Moderate_Risk:Martingale,70,36.833,1351.592,-797,-26.567,29538.806
Moderate_Risk:Martingale,71,55.8,1227.476,-104,-3.467,32017.913
Moderate_Risk:Martingale,72,48.5,816.052,-1500,-50.0,22133.655
Moderate_Risk:Martingale,73,49.6,1106.524,-426,-14.2,32416.855
Moderate_Risk:Martingale,74,36.367,946.723,-1407,-46.9,29123.472
Moderate_Risk:Martingale,75,51.2,1243.338,-457,-15.233,28615.771
Moderate_Risk:Martingale,76,62.2,1336.372,2161,72.033,51216.792
Moderate_Risk:Martingale,77,52.733,1424.961,333,11.1,33904.645
Moderate_Risk:Martingale,78,37.467,1108.602,-1095,-36.5,22729.362
Moderate_Risk:Martingale,79,47.067,933.513,-1786,-59.533,11620.051
Moderate_Risk:Martingale,80,58.567,1258.668,406,13.533,32199.016
Moderate_Risk:Martingale,81,41.9,1149.541,-1447,-48.233,17350.392
Moderate_Risk:Martingale,82,56.2,1233.338,-1183,-39.433,19322.944
Moderate_Risk:Martingale,83,47.4,1376.11,287,9.567,39734.392
Moderate_Risk:Martingale,84,55.4,1221.628,145,4.833,37650.971
Moderate_Risk:Martingale,85,54.667,1014.782,-422,-14.067,30132.961
Moderate_Risk:Martingale,86,46.2,1297.407,-221,-7.367,34172.999
Moderate_Risk:Martingale,87,51.9,1133.61,-518,-17.267,24433.237
Moderate_Risk:Martingale,88,38.567,1114.737,-1783,-59.433,12140.116
Moderate_Risk:Martingale,89,40.767,1241.357,-475,-15.833,30489.73
Moderate_Risk:Martingale,90,52.2,1380.717,-432,-14.4,28951.49
Moderate_Risk:Martingale,91,47.833,1124.213,-282,-9.4,34528.041
Moderate_Risk:Martingale,92,50.333,1344.506,-201,-6.7,29214.562
Moderate_Risk:Martingale,93,41.6,840.662,-1598,-53.267,21571.237
Moderate_Risk:Martingale,94,45.033,1009.62,-1261,-42.033,23831.068
Moderate_Risk:Martingale,95,51.533,1116.464,173,5.767,46259.633
Moderate_Risk:Martingale,96,34.6,886.248,-2316,-77.2,5706.855
Moderate_Risk:Martingale,97,54.133,1305.223,-275,-9.167,29220.833
Moderate_Risk:Martingale,98,57.467,1458.533,1373,45.767,39564.047
Moderate_Risk:Martingale,99,56.467,1176.533,90,3.0,32782.828
Moderate_Risk:Martingale,100,42.4,1169.421,-1100,-36.667,22833.678
Moderate_Risk:Martingale,101,52.467,1408.257,792,26.4,44961.283
Moderate_Risk:Martingale,102,48.7,1268.976,-557,-18.567,35649.564
Moderate_Risk:Martingale,103,46.833,1299.799,-525,-17.5,32141.707
Moderate_Risk:Martingale,104,37.267,629.582,-2654,-88.467,3990.533
Moderate_Risk:Martingale,105,58.067,1313.168,683,22.767,42060.53
Moderate_Risk:Martingale,106,43.533,1195.982,-718,-23.933,26945.72
Moderate_Risk:Martingale,107,50.567,1061.909,-416,-13.867,35925.844
Moderate_Risk:Martingale,108,38.333,860.506,-1267,-42.233,23057.495
Moderate_Risk:Martingale,109,49.2,1245.89,-148,-4.933,39431.857
